content,score
"awalnya bintangnya 5, tapi aku kesel banget dengan program pusat hadiah, ini set jam 10 WIB, TAPI HADIAHNYA HABIS. UDAH BERHARI - HARI NGULANG DI JAM YANG BAHKAN BARU BERUBAH ANGKA, BARU SEDETIK ABIS. KECEWA, KARNA UDAH UP PREMIUM. SALDO KELUAR TANPA DAPAT APA-APA, soalnya kalo voucher gapernah kepake. tapi kalo fitur lainnya, bagus banget semuanya dan udah kupake bertahun tahun. ntar kalo ngabuburichnya udah gak nyebelin, kubalikkin bintang 5 nya",2
"min ko barusan danaku hilang 50 .000 padahal ga ku pake buat apa apa,kemarin Masi 100, terus mau beli paket tinggal 50 ,terus ga ku buat apa apa masa bisa ilang?? sekarang kalo ga di pake bisa ngurang duitnya toh?",3
"dana kok error mulu sih, setiap transaksi uang jadi hilang kalo error. tolong benerin dong sistemnya",1
di dana ad fitur dana+.... tpi pas saya mau narik dana+ itu selalu gagal padahal itu edintitas saya sendiri kok ga bisa di tarik mohon berikan kompensasi nya,1
kesalahannya lagi kenpa mau ganti no nya susah tetap gak bisa kalau mau nerima kode otp selalu no lama yang muncul,5
mohon bantuannya ke pada sistem dana saya tidak bisa login ke akun dana saya padahal udah verifikasi dan masukan pin juga tapi tetep tidak bisa masuk tolong di bantu agar saya bisa menggunakan dana saya lagih soalnya ada saldo dana nyah juga sayang 🙏🙏🙏,5
aneh yang punya orang lain dana instan sama dana cicilnya muncul yang punya saya gak ada aneh pilih2 kaya gitu padahal akun nya udah premium sama make nya juga udah lama trus tiap hari juga transaksi tapi gak muncul2 dana cicil ama dana instanya,2
"saya mau kirim uang ke bank mandiri / dana lain nya hanya saja dari dana nya "" transaksi gagal coba cht diana "" setelah di cht juga sama saja dana ku tidak bisa transaksi sama sekali dari bulan maret hingga bulan april, tolong dong dari pihak dana bagaimana cara bikinya, kasihan yang punya saldo / uang di dlm msh tertinggal banyakk....",1
upgrade nya emang lama yaaa? uangnya sudah di butuhkan tapi tidak bisa ngirim soalnya minta upgrade...,2
"ga bisa tukarkan point kita sesuka hati,, pdahal kita transaksi cape2 buat ngumpulin point apa fungsinya..",2
bantu saya login ke akun saya dan saya lagi bisa tidak ada meminta kode otf karna no sudah tidak aktip lagi. dan saya login menggunakan no itu. bisa masuk. kode sandi sama prifikasi wajah saya,5
"kenapa fitur dana cicil di saya belum juga ada sedangkan org lain sudah ada, padahal saya pengguna dana lebih dari 5 tahun tapi masih belum dapat fitur seperti orang lain",5
"gak jelas amat, bayar hutang dana cicil lebih cepat malah di ban akun nya. ngamplong nih aplikasi.",1
"pakai karena darurat dan ada pembayaran yang otomatis tanpa masukan pin, kurang aman sangat kecewa",1
saya sudah lebih dari 2 tahun hampir 3 tahun menggunakan aplikasi ini tapi belum muncul juga dana cicil padahal saya selalu bertransaksi dengan aplikasi ini,1
aplikasi akun dana ini sangat cepat dan mudah digunakan TPI banyak harus perbarui terus dadi klo ambil duit lama,5
"percuma sudah lunasi tagihan dana cicil, tapi mau pakai lagi gak bisa, sedangkan fitur dan saldo masih tersedia",1
apk jelek nggak usah di download guwa apk ini aplikasi saldo hilang melul makin lama makin jelek banget dah apklkasi ini padahal guwa top up pake reking udah masuk tapi di dana nggak ada saldo ya kan aneh,1
"CSnya kurang bgs sgt bertele"",dan mudah keluar apk sendiri sehingga hrs berulang kali menjlskn keluhan yg ada.",2
kenapa gak ada opsi daftar pengguna baru? langsung mengarah ke masukan nomer dan masukan pin lah gimana daftar juga belum,2
min mohon dana saya tidak bisa dibuka harus memakai kode otp sedangkan nomer yang ada di akun dana saya sudah tidak di pakai(terblokir)saya ganti pakai nomer baru namun gagal trus..mohon di bantu disana saya masih punya saldo..kenapa harus di persulit..,3
agak lemot apa karena kendala cuaca juga mempengaruhi kak...cara upgrade nya gimana ea kak di sini kayak gk ada tulisan upgrade,5
"buruk salah nomer tidak bisa membantu menggagalkan, jangan pake apk ini bisa di bajak sama orang keamanan kurang laporan ga ada bantuan 👎👎👎👎",1
"kenapa nih sana ko saya ga bisa masuk ke akun saya? sedangkan tidak ada masalah apapun pada akun atau nomer dana saya, coba dong perbaiki nih apk burik",1
"dana kenapa si gabisa dibuka nih ada tulisan koneksi internet bermasalah mulu padahal wifi gue lancar buka aplikasi lainnya, giliran buka dana gabisa",1
baru kali ini kirim duit ke BCA tidak bisa terasa berat kenapa seperti itu padahal dulu tidak begini... tolong perbaiki aplikasinya,1
"saya transaksi sampai 3 juta 4 juta smpai 5 juta perbulan tapi limit pinjaman tidak ada,,orang yg tjarang transaksi malah dapet limit,,kan aneh",1
baik...tp sdikit ribet karna jika mau masuk ke dana lagi harus pakai kode otp...bagaimana jika klw kartu nya tda aktf atau tidak di gunakan LGI.. cukup sandi dn scan wajah itu SDH cukup mnurut ku.,5
"pelayanan CS nya jelek. lebih baik CS Robotnya. kendala akun saya tdk bisa transfer ke Akun Bank tidak ada solusi, meski sudah tunggu 6x24 jam",1
"aplikasi gampang d bobol orang, tanpa pemberitahuan via sms atau email, bisa merubah pin dan masuk langsung k akun dana,, tidak ad keamanan,,",1
"hapus akun ga bisa, ganti nomor susah, mau pake dana premium jadi ga bisa gara2 akun premium no nya udah ga aktif",1
ok sipp pengalaman yg menyenangkan mudah di gunakan untuk pembayaran apa saja dan lancar tuk penerimaan juga.,5
"server lu kenapa woy dana , kena retas kah atau gmna? cepet benerin lah, akhir akhir ini sering lag + gangguan kalo tf bank",1
"gue ksh bintang 5 bukan karena gue suka, tapi biar ke up. gue udh lama ga buka dana gue tiba tiba akunnya ke log itu gmn ya? pdhl mau ganti no, dan kartu sebelmnya udh ga bisa kepake jd gabisa login",5
"pengiriman 3jt dari bank lain sudah sukses masuk ke DANA, tapi di dana saldonya tidak bertambah, mau komplen komplen kemana ga jelas",1
sebenarnya aplikasi ini sudah bagus masalah nya kenapa saat pembayaran sering sekali terjadi eror,4
"pusat bantuannya nggak ada guna sama sekali setiap kali saya tanya apa solusi untuk permasalahan saya jawabannya selalu ""Kakak, saya minta maaf atas kebingungan ini. Jika tidak ada detail pemotongan biaya yang terlihat, mungkin ada masalah teknis.Saya sarankan Kakak untuk memeriksa kembali atau mencari informasi lebih lanjut di Pusat Bantuan DANA. Apakah ada yang bisa kami bantu lagi?"" padahal saya tanya apa solusi untuk permasalahan yang saya hadapi, saya beli saldo eMas 40k yang masuk cuma 38k",2
dana ngebug mulu saya sudah premium tapi gak bisa bikin dana bisnis malah di suruh premium lagi padahal saya sudah premium tolong di perbaiki,2
"transaksi qris sukses tp saya tidak mendapatkan produk yang saya beli karna pihak merchant tidak menerima pembayaran, sedangkan saldo saya terpotong !! balikin uang nya woi",1
"sumpah nyesel upgrade premium yang buat dapetin coin banyak nyesel banget ga kepake coinnya nyesel banget, masa waktu mau nuker coinnya di pusat hadiah ga dapet mulu padahal udh stay lama nungguin tetep ga dapet dapet,kaya pembodohan sumpah",1
ini kenapa ya? padahal jaringan sudah stabil tapi kok tetep ga bisa login? katanya jaringan tidak stabil??,1
"aplikasi tolol, Uda ada di set kalo nomor ga aktif tapi harus Nerima kode otp di nomer itu juga jelas jelas Uda saya pencet nomor tidak aktif",1
udah hampir sebulan aplikasi ini gk bisa di pake buat top up dan juga buat tarik tunai ini gimana solusinya apa harus sya hapus ini aplikasi,1
baru kali ini mngalami transaksi di pending.. ini harus nunggu 24 jam.. padahal urgen.. saat ini masih nunggu.. minta tolong untuk segera di perbaiki.,5
"Semakin lama kok semakin eror, sudah check-in setiap hari tidak pernah telat tapi pas waktunya hari ke 7 malah balik ke hari 1 lagi🤪🤪🤪",1
"aplikasi sangat buruk, pemotongan secara sepihak tanpa konfirmasi ke user, next untuk calon penguna baru, inj aplikasi tidak recomend untuk uang elektronik kita sangat sangat mengecewakan",1
"ini apk kenapa sih? kenapa ga bisa beroperasi dengan baik? padahal jaringan bagus, kuota internet juga ada. tolong di perbaiki, saya ada keperluan!",3
sudah lebih dari 5tahun saya pakai dana tapi fitur dana cicil tetap tidak muncul walaupun sudah mencoba berbagai macam cara,1
puas sih sebenarnya tapi untuk fitur dana cicil tidak bisa menggunakan nya lagi padahal udah di lunasi tapi selalu tidak tersedia padah baru pertama saya,3
"nunggu di proses 2hari daftar dacil ujung""nya malah gk bisa,padahal udah lebih dari 7thn transaksi pke dana,dasar apk gk jelas",1
"1.nomer bantuan dong mint,,yang buka robotttt,jadi kalo terjadi masalah,salah kirim,bisa langsung cepat di atasi.. 2.nomer yang ke daftar di apk dana,yang gak bisa premium,karena faktor ktp ygv udah ke daftar,apusss minn, di jadi kalo ada yang kirim uang,tak bisa,ini nomer saya,bisa terima kiriman dana,tp tak bisa upgrade kepremium. tp bisa terima kiriman. sedangkan saya mau kirim LG tak bisa. 3.kenapa di batasi lah,,1 hp,1 akun. 4.lama bener 2hari harus nunggu verifikasi data,untuk upgrade.",1
"lama lama semangkin kacau aplikasi dana. pembelian token mahal di admin nya. pas verifikasi wajah jadi sulit enga bisa bisa, padahal wajah dah ganteng di depan kamera, kl kesel sy enga pake aplikasi dana",1
"selama ini pake dana aman banget semoga selalu bagus terus!! soalnya dana Satau""nya tempat q nabung Ter satset🤭 dan geratis topup di alvamidi 🤗",5
saya sudah 7 tahun menggunakan dana tapi dana cicil nya masih belum tersedia padahal fiturnya sudah ada dari lama,1
kenapa di akun saya tidak ada Fitur Dana Cicil padahal akun saya premium udh lama dan sering bertransaksi dan tidak pinjam apapun.,3
isi saldonya kapan notifikasi nya kapan aneh.. saldo uda habis baru notifikasi top up nya masuk aneh aneh,1
"apk nya bagus tapi kalo jaringan gak lancar bisa eror mendadak, tolong di perbaiki lagi biyar lebih bagus",5
transaksi cepat dan mudah. terbaik 😀 semoga bisa bertahan lama penggunaan pay market dana ini fungsional nya 🙏. terimakasih banyak,5
"semua fitur bagus, tapi sayang fitur dana cicil tidak ada, mohon bantuannya dong admin..",5
"dana cicil tidak bisa di pakai cuma telat satu minggi, sampai hari ni udah 4 bulan belum bisa di pakai tolong min bantu buka lagi dana cicil nya",5
udah masukin data semua buat premium tapi masih sama aja di suruh nungguin mana lama banget prosas proses tulis an nya apk jelek,1
"kenapa pas proses transaksi itu ada eror nya, setiap beli minecraft/top up game malah eror, padahal uang nya pas",3
masih bingung dgn aplikasi dana. di akun sy kenapa masih belum tersedia fitur dana cicil atau paylater padahal saya sdh lama menggunakan apk ini dan hampir tiap hr bertransaksi lewat dana,3
"udah Upgrade ke dana premium tapi knpa gk bisa transef uang ke bank lain, klo tekan kirimke bank lain malah di suruh upgrade padahal kan sudah di upgrade",1
"saya ini transfer dari DANA ke rekening BRI, uang tidak masuk ke rekening tetapi dari aplikasi DANA proses berhasil, mau kasih keluhan kemana ini komplenya, dari aplikasi susah banget komplenya, uang mau di pakai malah macet ngga jelas",1
"sebenarnya enak tpi kenapa akhir2 ini ngebug gak bisa masuk, aplikasi nya keluar-keluar sendiri.",3
suara notifikasi nya kok hilang? cuma suara teeet gitu aja. mohon diperbaiki,5
"ga jelas, pemindahan akun gagal trus hubungi cs diya pertanyaan diulang mulu, mau kirim data sama video selfi sambil mengedipkan mata pertanyaanya diulang mulu disuruh nunggu lagi dengan catatan (Kami melihat bahwa kamu tidak aktif beberapa waktu. Apakah kamu ingin terhubung dengan Live Agent kami lagi?) padahal saya nunggu udah 2 kali disitu, eh pertanyaanya diulang lagi dari jam 10.47 sampai 11.02",1
Kenapa pencairan dana instan saya selalu gagal.. Padalah limit pinjaman masih ada.. Dan juga penbayaran jga masih ada.. Tolong jelaskan,1
"apa ni dana,makin aneh aja kaga bisa kaga duit orang,masa iya gw kaga berlangganan sama sekali saldo dana mengurang aneh bisa di kembalikan nggak duit tinggal pas""an udh prcya di bikin nyesek",1
"untuk aplikasi nya bagus, fitur² nya lengkap semua, pertahananin untuk aplikasinya sangat membantu dan gak. ribet",5
aplikasinya lelet untuk transaksi jadi nilai satu bintang ajah... tolong lah coba di perbaiki...😡,1
"aplikasi nya sangat membantu,tetapi kenapa dengan akun dan aplikasi dana saya tidak bisa mengakses menu DANA CICIL",5
"buat yg download dana buat top up game kalo kata saya jangan, aku udah ngisi saldo dana banyak, terus udah ku jalani semua peraturan buat top up di dana nya, tapi ujung Ujung nya dana nya gk mau kirim, buang buang uang sama waktu😠, aku udah ber kali kali coba lagi sama teman teman ku yg pada bisa pake dana tapi sama aja, tulisan nya cuma dana menolak membayar",1
aneh mau buat akun dana kok malah gitu masukkan nomor hp langsung minta pin. padahal belum pernah buat akun dana pin dari mana coba,1
"jelek banget dan sangat buruk sekali.,mau upgrade ke premium selalu gagal dengan berbagai macam kendala., kok bisa akun saya di pakai orang lain yang saya tidak kenal",1
"konyol banget,kode qris gak bisa di gunakan padahal jaringan dan saldo aman .bikin gak nyaman aja,padahal dah lama pakai dana.",2
dana kurang baik aplikasinya karena saya top up dana 50k buat top up game freefire 17k sama 8k masak tinggal 5k dana sangat buruk aplikasinya tidak ada garansi uang kembali,1
"tolong dong kualitas nya ditingkatkan lagi, terkadang saat saya mau transaksi tidak bisa karena aplikasi eror ada kendala",1
dana udah premium.dana cicil sudah aktif limit sudah ada.tapi sama sekali gak bisah di pake.udah di email gak ada balasan,2
"dngok lah, buat pembayaran steam aja ga bisa, verifikasi A+ gagal muly"", udh kirim screenshot juga gak membantu.",1
"kalo hadiah2 ga bisa di klaim, ga usah ada2in reward harian, mingguan, bulanan. cuma bikin baper doang. niatin dulu yg bener.",3
"maaf bintangnya dikurangin, karena suka ngeleg kalau mau kirim atau pas buka apl suka kluar sendiri.., eror gitu sistem nya?",5
"mempermudah dan tidak jadi sulit, yang sulit jadi tidak berbelit.. semua lebih efektif.. Terima kasih Aplikasi Dana",5
"udah susah"" daftar dana cicil nunggu 1 bulan eh gak bisa dipake.. kalau gak bisa dipake buat apa ada dana cicil segala.. percuma kalau cuma php",1
sengaja kasih bintang 5 agar dibaca kenapa yaa setiap dapat voucher gratis transaksi tapi pas mau transaksi ga bisa tolong lah diperbaiki,5
"saya masih tidak bisa melakukan transaksi e wallet padahal akun saya sudah premium, alasan nya akun saya belum di upgrade",1
"padahal udah masukan pin dengan benar , juga udah lolos verifikasi wajah , tapi tetep aja gak bisa login",3
saya topup ke virtual bank permata statusnya sudah berhasil tapi sampe sekarang saldonya belum masuk masuk tolong dong soalnya saya sangat butuh itu uangnya penangannya lama banget,1
apk nya bagus sih buat top up 🌚 tapi pas gw mau ambil hadiah di dana deals malah ngeleg jaringan gw Udah enak banget loh 🌚,5
apk dana skrg sudah tidak aman. penipu sangat mudah mengelabui dan pihak dana tidak mau bertanggung jwb. tanpa memberi kode otp secara langsung dana bisa jebol. seperti bersengkol** dgn pehak penipu.,2
dana tidak dapat menyelesaikan masalahnya... sudah ada bukti filenya tapi tidak bisa menyelsaikan permasalahannya .. makanya jangan langsung debet jika belum oke layanannya.,3
Saya hanya ingin tahu kenapa akun saya yang pernah telat bayar angsuran DANA CICIL tidak bisa digunakan lagi setelah saya lunasi semua angsuran nya,3
"apk nya ngebug, pdhl aku udah ikuti persyaratan buat TF tp tetep aj gbisa, katanya disuruh upgrade padahal aku udah upgrade",3
mau trx qris mau masukin kode otp tapi cuman muter2 aja sehingga tidak bisa masukin kode otp padahal kode otp nya ada udah buat laporan ttp aja gak ada progress,2
saya mau buat akun baru tapi KTP saya sudah terdaftar di akun lama...msalhnya hp nya sudah hilang saya mau pindahkan data ke akun baru,1
Gercep beresin masalah dan keluhan pengguna. Semoga semakin ditingkatkan lagi agar terua memenuhi dan memberi rasa aman bagi para pengguna.,5
"untuk apa Dana Cicil muncul tapi, tidak bisa digunakan mendingan tidak usah di munculkan katanya harus jadi premium pada hal sudah berapa tahun Dana aku ini jadi premium.",2
"aplikasi banyak bug, udah jadi dana premium, masih aja gak bisa transfer, aneh banget",1
"padahal saya sudah beli pulsa di aplikasi dana, tapi pulsnya ngak pakai masuk² nomor sudah benar, saldo sudah kepotong, ini dana kalo gini terus jadi rugi orang",1
tolong di perbaiki atas kendala tidak bisa masuk aplikasi dan tiba tiba ada tagihan yang harus di bayar padahal saya tidak pernah memakai pinjaman online,5
